0.021951422	-0.011228069	-0.052361943	-0.010859178	-0.028977592	-0.0055869697	-0.009123663	0.0035539912	0.0035722584	-0.048219986	0.01733005	-0.029025087	-0.0020771543	-0.012045927	-0.017454425	-0.023210064
0.021842785	-0.0003094781	-0.035845965	-0.013345246	0.025954984	-0.016442258	0.0126437275	0.010632775	0.030080121	-0.075517826	0.014160881	0.0015750814	0.040167786	-0.005937474	-0.007620262	-0.025748026
0.035398476	0.008958705	-0.0041600335	0.02600271	-0.0018788567	-0.043249957	0.011333085	0.026589097	0.005700862	-0.066038705	-0.0052822223	-0.012639573	0.022675456	-0.041499794	-0.04780814	0.0009535938
0.04161757	-0.024462365	-0.045184754	-0.0017336714	0.03152283	-0.046018906	0.013013879	0.03588156	0.049314953	-0.03239929	-0.005365685	0.00041872085	0.060020514	0.018923232	-0.012065636	-0.030225255
0.026325118	-0.016266167	-0.031767517	-0.010003104	-0.015543873	-0.066964254	-0.0011897784	0.023197658	0.022426864	0.002877132	0.017640268	-0.019315	0.0032411185	-0.02179278	-0.004416109	-0.0126234265
0.032346826	-0.031065268	-0.047489043	0.0016268044	0.08274027	0.000907244	0.023293056	0.0097045265	0.010218316	-0.013672061	0.0023633402	-0.012383538	0.0023961135	0.029888434	-0.0692004	-0.008452985
0.017896902	0.03006032	-0.069106944	0.009438446	0.0018641035	-0.048269287	-0.029119527	0.0039733797	0.018572673	-0.078023575	0.008210877	0.041406512	0.055386674	-0.009488977	0.011873763	0.025240408
-0.009469122	-0.018968085	-0.060534794	0.00022872856	0.024031641	-0.0384497	0.015001478	-0.0042691384	0.033025187	-0.029320564	0.04439502	0.011275567	0.044357374	0.04263404	-0.057676833	-0.017049666
0.03225766	-0.010210313	-0.03346644	0.04189928	0.029822094	-0.051059272	-0.008343377	0.003122181	0.0042888396	-0.066804715	0.046237882	-0.026791653	0.014372944	0.011078426	0.01828999	-0.016515063
0.029880207	-0.005045625	0.025895491	0.026529253	0.023242034	-0.07297613	-0.03146374	0.00064237614	0.013128572	-0.06457258	0.012787403	0.01722107	-0.0028184035	0.0070124823	-0.041417547	0.0032540848
0.0011707203	0.013597472	0.024408001	-0.021330891	-0.017614428	-0.01433586	-0.009820267	0.0058537377	-0.02545783	-0.036697328	-0.0030219578	0.004963901	-0.00851033	5.2252246e-05	-0.024930844	-0.009229352
0.0512095	0.027091695	-0.04608445	0.036877137	-0.008429444	0.024451759	0.040159352	0.075091675	0.020492552	-0.041969948	0.0124568995	0.021061389	0.041763917	0.03973689	-0.007756487	0.0029625057
